PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
k,k,r200c,k,9s4h3h7cJs7d8c6s2d,-200|200,sturc.martin.2,DeepStack 
f,,,,8h2d5hQs,50|-50,DeepStack,sturc.martin.1 
r300f,,,,3c2c8h6c,-100|100,sturc.martin.1,DeepStack 
f,,,,7d3c9s4c,50|-50,DeepStack,sturc.martin.1 
r300r900f,,,,8h8c2cQd,300|-300,DeepStack,sturc.martin.2 
k,cr300r700c,k,r3500c,6c3h3sKs7s8h3cJc3d,-3500|3500,sturc.martin.1,DeepStack 
r300c,cr600f,,,Qs7c7sQdTd4h9s,-300|300,sturc.martin.2,DeepStack 
r300c,cr600r1200c,k,k,Kc7d6c4s3d5d5c5h8h,1200|-1200,DeepStack,sturc.martin.1 
r300c,k,k,k,6sTsKcQd7c6d3hAc5s,300|-300,DeepStack,sturc.martin.2 
k,cr200c,k,k,2c4c7c5h4s5dTc9sTh,-200|200,sturc.martin.1,DeepStack 
r300f,,,,8d5s8hAd,-100|100,sturc.martin.2,DeepStack 
f,,,,2s3d3h8c,50|-50,DeepStack,sturc.martin.2 
k,cr200f,,,9h2s5d2c2d3dTs,-100|100,sturc.martin.2,DeepStack 
f,,,,8d9s3s9d,50|-50,DeepStack,sturc.martin.1 
r300c,k,k,r900c,8c9s6hKs3s5cAdQh6d,-900|900,DeepStack,sturc.martin.2 
r200c,cr400c,cr1200f,,6cKc3cAd2hAh4sTc,-400|400,sturc.martin.1,DeepStack 
r200r600f,,,,JsJhQc5h,200|-200,sturc.martin.2,DeepStack 
r300r900c,r1800c,r3600c,r7200f,9sTsJcKh8dAdJs8c8s,3600|-3600,DeepStack,sturc.martin.2 
f,,,,6cQd6h2c,50|-50,DeepStack,sturc.martin.1 
cr400c,k,k,k,Kc8hQc9s6hAd2h5d7h,400|-400,sturc.martin.1,DeepStack 
k,k,r200r600f,,6c7d3sAs4c2dQc5c,-200|200,sturc.martin.2,DeepStack 
r300c,cr600c,k,r1200c,8h7sQd5hJcJh9cAc5s,-1200|1200,DeepStack,sturc.martin.1 
r300f,,,,6d5c5hAc,-100|100,DeepStack,sturc.martin.2 
r200c,cr400c,k,r800f,KhTsJs2s6dKs4c5c9c,400|-400,sturc.martin.2,DeepStack 
r300c,cr900f,,,3h5h2hKh9sTsJd,-300|300,sturc.martin.1,DeepStack 
r300f,,,,4sKhKdTc,-100|100,DeepStack,sturc.martin.2 
r300c,k,r600c,k,7dThKdTs6d9dQc9c9h,-600|600,DeepStack,sturc.martin.1 
r200c,cr600c,r1200f,,4dTd3cAs5s6cTh8h,600|-600,sturc.martin.2,DeepStack 
r300c,cr900c,cr2700f,,JhKc9c5s6d7hTh3s,-900|900,sturc.martin.1,DeepStack 
r300c,k,k,k,TdKhKs4h6s4d3sJc3c,-300|300,DeepStack,sturc.martin.2 
k,k,k,cr300f,8h3c4d8s6h3sTc7dKc,-100|100,sturc.martin.2,DeepStack 
r300f,,,,5dTcKc2s,-100|100,DeepStack,sturc.martin.1 
k,k,k,k,2s3hQh6dKc5d9h8c4c,-100|100,sturc.martin.1,DeepStack 
r300f,,,,Qh7dKsJs,-100|100,DeepStack,sturc.martin.2 
f,,,,8h2d2c9c,50|-50,DeepStack,sturc.martin.1 
r300f,,,,Jh4cAhQd,-100|100,sturc.martin.2,DeepStack 
cr400f,,,,QdAs7c3h,100|-100,sturc.martin.1,DeepStack 
f,,,,Qd2sJc6d,50|-50,DeepStack,sturc.martin.2 
r300f,,,,7h5s3hQh,-100|100,DeepStack,sturc.martin.1 
r300c,k,cr900f,,7sTd2sKd3h4cJhQh,-300|300,sturc.martin.2,DeepStack 
f,,,,9sAc7h2d,50|-50,sturc.martin.1,DeepStack 
r300f,,,,6hJdAd4s,-100|100,DeepStack,sturc.martin.1 
r200c,cr400r800r1600f,,,9d4dQhAs2hJsJd,-800|800,sturc.martin.1,DeepStack 
r300c,k,r600c,k,8c7dJdQs4d9d9sKd5s,-600|600,DeepStack,sturc.martin.1 
f,,,,Jc2c5c9s,50|-50,DeepStack,sturc.martin.2 
r200c,k,k,k,Ah7h2sAd5h7c8c4cJs,200|-200,sturc.martin.2,DeepStack 
cr300c,k,k,cr600c,Kh7hAd7s3d6dQcJs7c,-600|600,sturc.martin.1,DeepStack 
r300f,,,,5s4c8d8s,-100|100,DeepStack,sturc.martin.2 
r300c,k,r600r1200f,,TsTh4s9sJs6h8h5s,-600|600,sturc.martin.2,DeepStack 
r300r900f,,,,Th8hQh3c,300|-300,DeepStack,sturc.martin.1 
k,k,cr200c,cr400c,2c4hAs8c8s6d6s2s2h,400|-400,sturc.martin.1,DeepStack 
r300c,k,r600c,k,4d2dKcKhQcAs8d8hAd,-600|600,DeepStack,sturc.martin.2 
r200f,,,,9c4dAsKs,-100|100,sturc.martin.2,DeepStack 
r300r900f,,,,9c8c3dQh,300|-300,DeepStack,sturc.martin.1 
f,,,,4hAh5hTc,50|-50,DeepStack,sturc.martin.2 
f,,,,6d9s2d6c,50|-50,sturc.martin.1,DeepStack 
r300c,cr600f,,,7hAh3dAcJh3cQd,-300|300,sturc.martin.2,DeepStack 
r300r900c,r1800f,,,JcJd9hKd4c8h4d,900|-900,DeepStack,sturc.martin.1 
r300f,,,,6s3c9d8c,-100|100,DeepStack,sturc.martin.2 
r300c,k,k,cr900f,5sAh9s7s7cJcTh8d2h,-300|300,sturc.martin.1,DeepStack 
r300c,k,cr600c,cr1800f,Kd4dQd6c3h4s5s8d7s,-600|600,sturc.martin.2,DeepStack 
r300c,cr600c,k,k,Ad4hQs9sKd8d4s5h5d,600|-600,DeepStack,sturc.martin.1 
r300f,,,,Jc3dKd7s,-100|100,DeepStack,sturc.martin.2 
r200c,cr600f,,,5hAsAh7d9h8sTs,-200|200,sturc.martin.1,DeepStack 
f,,,,Tc5d9s2h,50|-50,sturc.martin.2,DeepStack 
r300c,cr600f,,,9d3dAcAh4s5h5c,-300|300,DeepStack,sturc.martin.2 
r300c,k,r750c,r2250f,7c7d9s9hTs2d7hJcAd,750|-750,sturc.martin.2,DeepStack 
r300c,k,r600c,k,Kh8dThJdQh8s7hJhAc,-600|600,DeepStack,sturc.martin.1 
r300c,k,r600c,r1200c,Th7sKdQc3d9sAc2dJc,-1200|1200,DeepStack,sturc.martin.2 
cr400f,,,,JcQdQh2d,100|-100,sturc.martin.1,DeepStack 
r300f,,,,Td6h6c7s,-100|100,DeepStack,sturc.martin.1 
r200r600f,,,,9dAhQs5c,200|-200,sturc.martin.2,DeepStack 
r200f,,,,9c5sAs3d,-100|100,sturc.martin.1,DeepStack 
f,,,,3d8s3c7h,50|-50,DeepStack,sturc.martin.2 
r300r900c,r2700f,,,Td9d7s9s5d2dQd,900|-900,DeepStack,sturc.martin.1 
r300r900f,,,,KhAc7dJc,300|-300,sturc.martin.2,DeepStack 
r300r900r2400c,k,cr4200c,cr8400f,Ad4d3hAs9d5sTc5d2s,-4200|4200,DeepStack,sturc.martin.2 
r300f,,,,4s8d6d7c,-100|100,sturc.martin.1,DeepStack 
f,,,,2c3h3s7h,50|-50,DeepStack,sturc.martin.1 
k,k,r200c,r400f,8c6dTs2hQcQsQd9h6h,200|-200,sturc.martin.1,DeepStack 
r200c,cr600f,,,Qd2h4cQs7s2s4d,-200|200,sturc.martin.2,DeepStack 
f,,,,6dAc5s2d,50|-50,DeepStack,sturc.martin.1 
r300f,,,,Ts5h5c6h,-100|100,DeepStack,sturc.martin.2 
r200f,,,,Ts3dAh7d,-100|100,sturc.martin.2,DeepStack 
r200f,,,,8h5s8d8s,-100|100,sturc.martin.1,DeepStack 
r300c,cr600f,,,KsTcThQd3d7c5h,-300|300,DeepStack,sturc.martin.2 
r300f,,,,9h5c8h7s,-100|100,DeepStack,sturc.martin.1 
r200f,,,,3h6dAd2h,-100|100,sturc.martin.1,DeepStack 
f,,,,Td9h3d8c,50|-50,sturc.martin.2,DeepStack 
r300c,k,r600c,k,2d5dAh4d5sKd3h6cTs,600|-600,DeepStack,sturc.martin.2 
r300c,cr600f,,,8cQd4s5cAh4dAs,-300|300,DeepStack,sturc.martin.1 
r200c,k,r400c,r1000f,Tc6c6h6s2d9s8h4dKc,400|-400,sturc.martin.1,DeepStack 
r200r700f,,,,3dAc4c5s,200|-200,sturc.martin.2,DeepStack 
f,,,,2dJc2hJs,50|-50,DeepStack,sturc.martin.2 
r300c,cr900f,,,8sJhAc5d3dTh6c,-300|300,sturc.martin.2,DeepStack 
r300f,,,,3d5hKhAh,-100|100,DeepStack,sturc.martin.1 
f,,,,6d6h5c2s,50|-50,sturc.martin.1,DeepStack 
f,,,,4c6s7s3d,50|-50,DeepStack,sturc.martin.2 
r300f,,,,3h7dAcTc,-100|100,DeepStack,sturc.martin.1 
r200r600r1800c,k,r3600r7200c,k,AhThAdAsKdJd5h9hKs,-7200|7200,sturc.martin.2,DeepStack 
r200r600r1800c,cr3600c,k,k,Ad8d7d6d5d8c6sTd7h,-3600|3600,sturc.martin.1,DeepStack 
r300r900f,,,,KsJd6hTh,300|-300,DeepStack,sturc.martin.1 
f,,,,5d4h3h9c,50|-50,DeepStack,sturc.martin.2 
r300f,,,,2h9c5c7d,-100|100,sturc.martin.1,DeepStack 
cr400f,,,,QhAd7c4h,100|-100,sturc.martin.2,DeepStack 
r300r900c,r1800f,,,8hQhJh9dKdTs4h,900|-900,DeepStack,sturc.martin.1 
f,,,,2s8d2d6s,50|-50,DeepStack,sturc.martin.2 
k,cr200c,k,cr600c,6s3hJd8d6d5c5hJh8s,-600|600,sturc.martin.2,DeepStack 
r300f,,,,Ts6hQdKs,-100|100,sturc.martin.1,DeepStack 
r300r900r2400c,cr4100f,,,7h6hQs7s3c3d8c,-2400|2400,DeepStack,sturc.martin.1 
r200c,cr400c,k,cr2000f,8dTh5sQdAcTs3dJhKh,-400|400,sturc.martin.1,DeepStack 
r300r900c,r1800c,r3600f,,6c8c4dAd5hKs7dKc,1800|-1800,DeepStack,sturc.martin.2 
r300c,k,k,cr900f,Jc7h6hJhTd4h9h6c2h,-300|300,sturc.martin.2,DeepStack 
r300c,k,r900c,cr1800f,6d7sTdKs9h3c4c8sKc,-900|900,DeepStack,sturc.martin.1 
f,,,,JdTh6h8s,50|-50,DeepStack,sturc.martin.4 
r300f,,,,7cTsKd3h,-100|100,DeepStack,sturc.martin.3 
r300r900c,r1800c,k,k,KhAc8cQc8dTd6c7dJd,-1800|1800,sturc.martin.4,DeepStack 
r200c,k,k,k,5sQcTs4sQdAcJh8h6d,200|-200,sturc.martin.3,DeepStack 
r300r900c,r1800f,,,5sAs7sAd8c4h2h,900|-900,DeepStack,sturc.martin.3 
r300f,,,,2s8hTdKh,-100|100,DeepStack,sturc.martin.4 
r300f,,,,4s6d2sQs,-100|100,sturc.martin.4,DeepStack 
f,,,,3cKc2h8s,50|-50,DeepStack,sturc.martin.4 
r200r600c,k,k,cr1800c,8hJd9d9s6dQh7cQc8s,-1800|1800,sturc.martin.4,DeepStack 
r300r900f,,,,Ah7s6c9d,300|-300,sturc.martin.3,DeepStack 
f,,,,2d3d6d4s,50|-50,DeepStack,sturc.martin.3 
k,k,k,k,9h5s9cKdAsTs8h9s7h,-100|100,sturc.martin.1,DeepStack 
f,,,,6c8d7s5h,50|-50,DeepStack,sturc.martin.4 
r300r900f,,,,QdAc8s4s,300|-300,DeepStack,sturc.martin.2 
k,k,cr200f,,9h6h4sAsQh7dAc2h,-100|100,sturc.martin.3,DeepStack 
r200f,,,,3hJc5dQs,-100|100,sturc.martin.4,DeepStack 
r300f,,,,6h9c7sKd,-100|100,DeepStack,sturc.martin.4 
f,,,,6d2c9d7c,50|-50,DeepStack,sturc.martin.3 
k,cr200f,,,9h4c5s8dJcKc2c,-100|100,sturc.martin.2,DeepStack 
r300f,,,,Qd5s8dKh,-100|100,sturc.martin.4,DeepStack 
k,k,k,cr20000c,2d9c3c6hKhTsAhQsJd,0|0,sturc.martin.3,DeepStack 
f,,,,2s8d3hJc,50|-50,DeepStack,sturc.martin.4 
f,,,,4c8c2dTh,50|-50,DeepStack,sturc.martin.1 
r300r900c,r1800c,r3300f,,Ah6d9hJsQc5c8h4d,1800|-1800,sturc.martin.1,DeepStack 
r300c,k,k,k,6d5cKs2hQd2c9h7cJh,-300|300,DeepStack,sturc.martin.3 
k,k,k,k,5d2sQd3h7hJcAs9h4h,-100|100,sturc.martin.4,DeepStack 
f,,,,QdTs4s6d,50|-50,DeepStack,sturc.martin.2 
r300c,cr750c,cr1550c,k,7dQhAdAh7c5h9d4sKs,-1550|1550,DeepStack,sturc.martin.4 
cr600c,r1200f,,,AcKh6dKdTcQc5h,600|-600,sturc.martin.3,DeepStack 
r300c,k,k,cr600c,Js9h2sAs7cKhQcAdKd,-600|600,DeepStack,sturc.martin.1 
r200f,,,,2hTd9s8s,-100|100,sturc.martin.2,DeepStack 
r300r900f,,,,7hKhQs5s,300|-300,DeepStack,sturc.martin.2 
f,,,,9dTs2d8c,50|-50,DeepStack,sturc.martin.3 
k,cr200c,cr600c,k,6hTc9h5dTd8d5s3d2d,-600|600,sturc.martin.4,DeepStack 
r300f,,,,Jc2s4h2h,-100|100,sturc.martin.3,DeepStack 
k,cr200f,,,6s2h4c8hJh7h4s,-100|100,sturc.martin.2,DeepStack 
r300f,,,,5s9h4cKs,-100|100,sturc.martin.1,DeepStack 
f,,,,Ah2c7c3h,50|-50,DeepStack,sturc.martin.3 
r300f,,,,5c4d3c6c,-100|100,DeepStack,sturc.martin.1 
r300f,,,,6hKsQhJd,-100|100,sturc.martin.3,DeepStack 
r300f,,,,3hJc6cJh,-100|100,DeepStack,sturc.martin.4 
f,,,,3h9d4h5c,50|-50,DeepStack,sturc.martin.3 
r200r600f,,,,Ah6d4c5d,200|-200,sturc.martin.4,DeepStack 
k,cr200f,,,5d3dAh2d7c2hTh,-100|100,sturc.martin.1,DeepStack 
r300c,k,r900c,r2700c,7sKh8dTh7dKcTc4c3s,2700|-2700,DeepStack,sturc.martin.2 
r200c,cr400c,r800f,,Ks9hTs7h5dJsKhKc,400|-400,sturc.martin.3,DeepStack 
r300r20000f,,,,AhKs4dKc,300|-300,DeepStack,sturc.martin.4 
k,cr300c,cr900f,,7h4dTc5d2c4cQh3c,-300|300,sturc.martin.4,DeepStack 
f,,,,2d3sQh3c,50|-50,DeepStack,sturc.martin.3 
r300c,cr600c,k,k,7s7hAh2s6c5s5d9h6s,600|-600,sturc.martin.3,DeepStack 
r300c,cr600r1200c,r3000f,,9sQsKsAhQh8s7s6d,1200|-1200,sturc.martin.2,DeepStack 
r300f,,,,Td7hTcKc,-100|100,DeepStack,sturc.martin.1 
r300c,k,r600c,r20000f,QsTh3dKsTsTc8c8d9d,600|-600,sturc.martin.1,DeepStack 
f,,,,Js2s9d5d,50|-50,DeepStack,sturc.martin.4 
r300f,,,,5s9c3dTd,-100|100,sturc.martin.4,DeepStack 
f,,,,8d3sJh6c,50|-50,DeepStack,sturc.martin.3 
r300f,,,,8d9c4d6h,-100|100,sturc.martin.3,DeepStack 
r300f,,,,9c2h7cAh,-100|100,DeepStack,sturc.martin.4 
r300r900f,,,,7d9dKd2d,300|-300,DeepStack,sturc.martin.3 
r300f,,,,Kc2d4dQh,-100|100,DeepStack,sturc.martin.2 
r200c,k,k,k,Qc3c7dAs9cJd6sKd7s,-200|200,sturc.martin.4,DeepStack 
r300f,,,,2dTsAhJd,-100|100,DeepStack,sturc.martin.1 
r300f,,,,9hQcTsQs,-100|100,sturc.martin.3,DeepStack 
r300c,cr600c,cr1400f,,2sAsQhAd8h2d4hQc,-600|600,DeepStack,sturc.martin.3 
r300r900c,cr1800f,,,AcQcKd8h2d4h6d,-900|900,sturc.martin.2,DeepStack 
r200c,cr400f,,,TdKc4d5s4h2c7h,-200|200,sturc.martin.1,DeepStack 
r300c,k,k,k,8cJhKd6cTh5s3sTcAd,-300|300,DeepStack,sturc.martin.4 
r300f,,,,4cJsAc8h,-100|100,sturc.martin.3,DeepStack 
r300f,,,,6sTh9dJs,-100|100,DeepStack,sturc.martin.2 
k,r300c,cr600c,cr1800f,Qh9h8sTh6c8h7d6s9c,-600|600,sturc.martin.4,DeepStack 
r300c,cr600c,k,k,Ts9cQdThAhJc9s2cAs,600|-600,DeepStack,sturc.martin.3 
f,,,,9d4sTd2s,50|-50,DeepStack,sturc.martin.1 
r200f,,,,2d8s4h5h,-100|100,sturc.martin.2,DeepStack 
