"","p1_luckeq","p2_luckeq","p1_skilleq","p2_skilleq","p1_chips","p2_chips"
"292",-1.07,1.07,0,0,1010,990
"293",-6.02,6.02,0,0,1010,990
"294",0.0700000000000003,-0.0700000000000003,0,0,1010,990
"295",-2.48,2.48,0,0,1010,990
"296",-4.43,4.43,0,0,1010,990
"297",3.49,-3.49,0,0,1010,990
"298",-6.41,6.41,0,0,1010,990
"299",-6.68,6.68,0,0,1010,990
"300",0.729999999999997,-0.729999999999999,0,0,1010,990
"301",-6.98,6.98,0,0,1010,990
"302",-1.01,1.01,0,0,1010,990
"303",4.48,-4.48,0,0,1010,990
"304",-8.84,8.84,0,0,1010,990
"305",-10.76,10.76,0,0,1010,990
"306",-2.75,2.75,0,0,1010,990
"307",-9.47,9.47,0,0,1010,990
"308",-7.19,7.19,0,0,1010,990
"309",-4.61,4.61,0,0,1010,990
"310",-14.08,14.08,145.04,-145.04,980,1020
"311",3.01,-3.01,0,0,1010,990
"312",2.02,-2.02,0,0,1010,990
"313",-0.800000000000001,0.799999999999999,0,0,1010,990
"314",-7.34,7.34,0,0,1010,990
"315",-7.04,7.04,0,0,1010,990
"316",-9.71,9.71,0,0,1010,990
