marly_luck,martin_luck,marly_skill,martin_skill,marly_chip,martin_chip,marly_gain,martin_gain
154.1414141,-154.1414141,245.8585859,-245.8585859,20400,19600,400,-400
-100,100,0,0,19900,20100,-100,100
276.3636364,-276.3636364,-76.36363636,76.36363636,20200,19800,200,-200
-121.1111111,121.1111111,-2578.888889,2578.888889,17300,22700,-2700,2700
100,-100,100,-100,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
242.6262626,-242.6262626,-42.62626263,42.62626263,20200,19800,200,-200
-85.3020202,106.8686869,-2614.69798,2593.131313,17300,22700,-2700,2700
-157.1717172,157.1717172,-442.8282828,442.8282828,19400,20600,-600,600
-129.5959596,129.5959596,-2570.40404,2570.40404,17300,22700,-2700,2700
-115.959596,115.959596,-484.040404,484.040404,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
256.1616162,-256.1616162,-256.1616162,256.1616162,20000,20000,0,0
-154.5454545,154.5454545,-45.45454545,45.45454545,19800,20200,-200,200
100,-100,100,-100,20200,19800,200,-200
100,-100,200,-200,20300,19700,300,-300
-378.1818182,378.1818182,-2321.818182,2321.818182,17300,22700,-2700,2700
-117.5757576,117.5757576,-82.42424242,82.42424242,19800,20200,-200,200
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
138.1818182,-138.1818182,461.8181818,-461.8181818,20600,19400,600,-600
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-220.9090909,220.9090909,-1579.090909,1579.090909,18200,21800,-1800,1800
-188.8888889,188.8888889,-2511.111111,2511.111111,17300,22700,-2700,2700
-100,100,0,0,19900,20100,-100,100
-194.7474747,194.7474747,-1605.252525,1605.252525,18200,21800,-1800,1800
-100,100,-200,200,19700,20300,-300,300
100,-100,800,-800,20900,19100,900,-900
-164.2424242,164.2424242,-435.7575758,435.7575758,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
